wikidata:Q11379,1
wikidata:Q1139726,1
wikidata:Q11402,1
wikidata:Q11408,1
wikidata:Q11423,5
wikidata:Q1142861,1
wikidata:Q1144319,2
wikidata:Q11465,6
wikidata:Q11471,14
wikidata:Q11500,1
wikidata:Q1151112,1
wikidata:Q1151645,2
wikidata:Q11563,7
wikidata:Q11567,328
wikidata:Q11652,2
wikidata:Q11703678,8
wikidata:Q1194002,1
wikidata:Q120812,13
wikidata:Q120976,16
wikidata:Q12139612,17
wikidata:Q12202238,1
wikidata:Q12218459,1
wikidata:Q1226939,251
wikidata:Q1244890,9
wikidata:Q12503,55
wikidata:Q1253682,1
wikidata:Q1256164,7
wikidata:Q1256787,1
wikidata:Q126017,12
wikidata:Q1274703,2
wikidata:Q12813935,1
wikidata:Q12916,227
wikidata:Q1292101,1
wikidata:Q130998,3
wikidata:Q1310239,1
wikidata:Q131030,12
wikidata:Q131752,1
wikidata:Q1318586,1
wikidata:Q1319773,2
wikidata:Q133250,3
wikidata:Q13409892,1
wikidata:Q1341545,1
wikidata:Q13471665,13
wikidata:Q135035,1
wikidata:Q1369621,4
wikidata:Q13824,2
wikidata:Q141160,1
wikidata:Q1413083,10
wikidata:Q1440227,1
wikidata:Q1445491,1
wikidata:Q1500617,1
wikidata:Q152415,14
wikidata:Q155640,1
wikidata:Q1591095,1
wikidata:Q159375,3
wikidata:Q1663694,4
wikidata:Q1667469,1
wikidata:Q167,35
wikidata:Q16858953,1
wikidata:Q16874656,1
wikidata:Q17334923,1
wikidata:Q173817,4
wikidata:Q1738991,8
wikidata:Q174102,2
wikidata:Q1758924,4
wikidata:Q1759756,1
wikidata:Q176623,1
wikidata:Q176737,3
wikidata:Q177239,3
wikidata:Q177646,10
wikidata:Q178546,1
wikidata:Q179692,1
wikidata:Q179899,1
wikidata:Q18373,3
wikidata:Q185837,1
wikidata:Q186290,1
wikidata:Q186509,5
wikidata:Q18729403,4
wikidata:Q188248,6
wikidata:Q18848,4
wikidata:Q188524,5
wikidata:Q188889,2
wikidata:Q189569,6
wikidata:Q190056,1
wikidata:Q190109,3
wikidata:Q190200,1
wikidata:Q19033,2
wikidata:Q190558,1
wikidata:Q190573,1
wikidata:Q191081,17
wikidata:Q191849,1
wikidata:Q192276,1
wikidata:Q192704,1
wikidata:Q193796,16
wikidata:Q1948412,1
wikidata:Q1952404,2
wikidata:Q1972470,2
wikidata:Q200125,1
wikidata:Q200726,1
wikidata:Q204,3
wikidata:Q204037,18
wikidata:Q2045231,4
wikidata:Q205,34
wikidata:Q2051983,2
wikidata:Q207387,1
wikidata:Q207522,4
wikidata:Q2083958,1
wikidata:Q2095069,1
wikidata:Q21028472,1
wikidata:Q210857,1
wikidata:Q2111,3
wikidata:Q21199,87
wikidata:Q21406831,1
wikidata:Q2140940,1
wikidata:Q2151613,2
wikidata:Q215193,1
wikidata:Q21778965,3
wikidata:Q218005,24
wikidata:Q2257242,1
wikidata:Q2283172,1
wikidata:Q22952648,1
wikidata:Q2296486,1
wikidata:Q2303886,46
wikidata:Q230883,2
wikidata:Q230963,1
wikidata:Q2327764,1
wikidata:Q234460,2
wikidata:Q2362761,5
wikidata:Q236813,1
wikidata:Q2377336,2
wikidata:Q2383161,1
wikidata:Q239224,1
wikidata:Q244761,2
wikidata:Q245595,2
wikidata:Q2472662,1
wikidata:Q2518235,2
wikidata:Q25203552,9
wikidata:Q2568075,1
wikidata:Q2608202,2
wikidata:Q2627460,2
wikidata:Q2656762,1
wikidata:Q2684591,2
wikidata:Q26851380,1
wikidata:Q27058,2
wikidata:Q273023,1
wikidata:Q274502,1
wikidata:Q27628,1
wikidata:Q27948,1
wikidata:Q27961522,3
wikidata:Q2796622,2
wikidata:Q28390,3
wikidata:Q2858846,2
wikidata:Q28777634,2
wikidata:Q28920044,80
wikidata:Q28920052,214
wikidata:Q2914509,1
wikidata:Q2916003,3
wikidata:Q29175,13
wikidata:Q2918589,1
wikidata:Q29539,1
wikidata:Q2989763,3
wikidata:Q30006,3
wikidata:Q30337841,2
wikidata:Q3055341,1
wikidata:Q3058218,3
wikidata:Q3127537,2
wikidata:Q3150667,11
wikidata:Q3176558,31
wikidata:Q319913,3
wikidata:Q32043,187
wikidata:Q3258885,1
wikidata:Q332791,1
wikidata:Q334269,1
wikidata:Q33456,356
wikidata:Q34027,1
wikidata:Q3505845,1
wikidata:Q3554818,1
wikidata:Q36161,12
wikidata:Q36253,7
wikidata:Q36255,1
wikidata:Q3686031,2
wikidata:Q370502,6
wikidata:Q379825,17
wikidata:Q381892,1
wikidata:Q382497,1
wikidata:Q3913,3
wikidata:Q39297,3
wikidata:Q39552,2
wikidata:Q40231,1
wikidata:Q40276,494
wikidata:Q40548497,5
wikidata:Q40754,188
wikidata:Q41273,4
wikidata:Q4139973,1
wikidata:Q415829,1
wikidata:Q41792217,4
wikidata:Q42796958,1
wikidata:Q43260,4
wikidata:Q44337,3
wikidata:Q4440864,4
wikidata:Q44432,3
wikidata:Q44528,16
wikidata:Q44649,1
wikidata:Q44946,2
wikidata:Q45315798,2
wikidata:Q45404197,1
wikidata:Q45412229,1
wikidata:Q45412642,1
wikidata:Q46221,1
wikidata:Q46276,1
wikidata:Q47004757,4
wikidata:Q47015456,1
wikidata:Q47035128,5
wikidata:Q47306354,4
wikidata:Q474715,3
wikidata:Q47577,2
wikidata:Q476167,1
wikidata:Q484298,2
wikidata:Q4848398,2
wikidata:Q486902,1
wikidata:Q49008,11
wikidata:Q505735,8
wikidata:Q506041,1
wikidata:Q50700,19
wikidata:Q50701,18
wikidata:Q5156533,2
wikidata:Q5156597,1
wikidata:Q5165685,2
wikidata:Q5227327,1
wikidata:Q526719,1
wikidata:Q52834024,7
wikidata:Q5384487,1
wikidata:Q5513324,1
wikidata:Q55935272,13
wikidata:Q55935291,5
wikidata:Q5597315,4
wikidata:Q5645295,1
wikidata:Q601053,23
wikidata:Q603880,1
wikidata:Q625641,5
wikidata:Q628036,1
wikidata:Q6481163,3
wikidata:Q6520159,1
wikidata:Q658700,1
wikidata:Q660488,6
wikidata:Q669532,1
wikidata:Q674533,1
wikidata:Q6901742,1
wikidata:Q6965520,1
wikidata:Q7097841,1
wikidata:Q715358,82
wikidata:Q729113,1
wikidata:Q7315501,1
wikidata:Q739925,2
wikidata:Q752726,1
wikidata:Q756115,2
wikidata:Q757269,3
wikidata:Q782566,1
wikidata:Q783507,4
wikidata:Q7913892,1
wikidata:Q815018,1
wikidata:Q82435,21
wikidata:Q82580,1
wikidata:Q83478,3
wikidata:Q838611,1
wikidata:Q842346,207
wikidata:Q842755,1
wikidata:Q844128,1
wikidata:Q844610,4
wikidata:Q845789,1
wikidata:Q846354,2
wikidata:Q846785,1
wikidata:Q853831,2
wikidata:Q866283,1
wikidata:Q905326,1
wikidata:Q908584,1
wikidata:Q929043,2
wikidata:Q929302,3
wikidata:Q934367,1
wikidata:Q946764,1
wikidata:Q9492,4
wikidata:Q966582,1
